ID,Comment,Sentiment
3303,"Vitin e kaluar, mund të ketë prodhime që i pershtateshin me mire nevojes.",0/1
3304,Studimi tregon rezultate të ndryshme.,0/1
3305,Mësimi ishte shumë frytdhënës.,1
3306,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
3307,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
3308,Produkti arriti saktësisht siç u përshkrua.,1
3309,Koncerti ishte i mrekullueshëm.,1
3310,Produkti u prishte brenda javës së parë.,0
3311,Shumë i kënaqur me porosinë time.,1
3312,Ndërtesa e re është e bukur dhe funksionale.,1
3313,Nuk e meritoja këtë shërbim të keq.,0
3314,Situata po përkeqësohet dhe nuk ka zgjidhje.,0
3315,Informacioni i dhënë ishte i pasaktë.,0
3316,"Kohët e fundit, funksionet janë saktësisht ato që kishim nevojë.",1
3317,Do të kërkoj rimbursim për këtë produkt.,0
3318,Rezultatet janë të përziera dhe varen nga perspektiva.,0/1
3319,Lajmi u publikua pa u verifikuar.,0
3320,"Sot, performanca është e shkëlqyer edhe pas muajsh.",1
3321,Punonjësit nuk janë të trajnuar mirë.,0
3322,Cilësia tejkalon çmimin e paguar.,1
3323,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
3324,Puna e tyre ka lënë gjurmë pozitive.,1
3325,"Javën e kaluar, asnjëherë nuk do ta blej sërish.",0
3326,Libri është ndër më të mirët që kam lexuar.,1
3327,"Siç duket, dëmtimi i imazhit është i rëndë.",0
3328,Suksesi i tyre është i merituar plotësisht.,1
3329,"Dje, cilësia ishte shumë nën pritjet e mia.",0
3330,"Sipas raporteve, rezultatet ishin shumë nën pritshmëritë.",0
3331,Çmimi është shumë i arsyeshëm për cilësinë.,1
3332,Mungonte plotësisht transparenca.,0
3333,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
3334,Ky produkt është investimi më i mirë që kam bërë.,1
3335,U zhgënjeva shumë me blerjen time.,0
3336,Produkti arriti saktësisht siç u përshkrua.,1
3337,"Këtë muaj, humbja e parave ishte e pafalshme.",0
3338,Suksesi i tyre është i merituar plotësisht.,1
3339,"Sot, skandali ka dëmtuar besimin e publikut.",0
3340,"Sot, u ndjeva i mashtruar nga ky shërbim.",0
3341,Ka argumente nga të dyja anët e çështjes.,0/1
3342,Ky produkt ka ndryshuar jetën time përditë.,1
3343,Informacioni i disponueshëm është i kufizuar.,0/1
3344,Rezultatet janë vërtet mbresëlënëse.,1
3345,E lexova të gjithë artikullin me kënaqësi.,1
3346,Kjo politikë do të ndihmojë shumë njerëz.,1
3347,Mbështetja teknike ishte e shpejtë dhe efektive.,1
3348,Ky shërbim publik ka dështuar plotësisht.,0
3349,Artikulli kishte shumë gabime faktike.,0
3350,Artikulli ishte i shkruar mirë dhe qartë.,1
3351,Produkti nuk funksionoi siç duhet.,0
3352,"Kohët e fundit, dorëzimi u vonua shumë pa arsye.",0
3353,Lajmi raporton ngjarjen pa koment.,0/1
3354,Statistikat tregojnë tendenca të ndryshme.,0/1
3355,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
3356,"Sot, jam i mahnitur me shpejtësinë e dorëzimit.",1
3357,Nuk po shihet asnjë zgjidhje afër.,0
3358,Artikulli kishte shumë gabime faktike.,0
3359,Ishte humbje e parave dhe kohës.,0
3360,Shkeljet e rregullave janë të shumta.,0
3361,Kuzhinieri ka talent të jashtëzakonshëm.,1
3362,Ky institucion ka humbur besueshmërinë.,0
3363,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
3364,Statistikat tregojnë tendenca të ndryshme.,0/1
3365,Ky vend është i mrekullueshëm për pushime.,1
3366,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
3367,Procesi i kthimit ishte shumë i komplikuar.,0
3368,Produkti është i bukur dhe funksional.,1
3369,Nuk mund të besoj se publikuan diçka të tillë.,0
3370,Cilësia tejkalon çmimin e paguar.,1
3371,Komentët e qytetarëve janë të ndryshme.,0/1
3372,"Mendoj se, vendimi solli pasoja negative për të gjithë.",0
3373,Koncerti ishte i mrekullueshëm.,1
3374,Suksesi i tyre është i merituar plotësisht.,1
3375,Ky vend është i mrekullueshëm për pushime.,1
3376,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
3377,Ngjarjen nuk e organizuan siç duhet.,0
3378,Produkti i kryen funksionet bazë të pritshme.,0/1
3379,Materiali është i cilësisë së lartë.,1
3380,E bleva dhe nuk pendohem aspak.,1
3381,"Sot, ky vendim është i drejtë dhe i mençur.",1
3382,"Kohët e fundit, ekipi i mbështetjes ishte shumë ndihmues.",1
3383,Filmi ishte emocionues dhe interesant.,1
3384,"Kohët e fundit, projekti ka sjellë ndryshime pozitive.",1
3385,Asnjëherë nuk do ta blej sërish.,0
3386,Nuk do ta rekomandoj askujt këtë vend.,0
3387,Procesi i kthimit ishte shumë i komplikuar.,0
3388,Faqja e internetit është e lehtë për t'u përdorur.,1
3389,"Mendoj se, filmi ishte emocionues dhe interesant.",1
3390,Humbja e parave ishte e pafalshme.,0
3391,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
3392,Informacioni ishte i vjetëruar dhe i rremë.,0
3393,Problemi vazhdon pa u zgjidhur.,0
3394,Informacioni ishte i saktë dhe i besueshëm.,1
3395,Informacioni ishte i saktë dhe i besueshëm.,1
3396,Shumë i lumtur me zgjedhjen time.,1
3397,"Nga ajo çfarë pashë, produkti është i bukur dhe funksional.",1
3398,Infrastruktura është në gjendje të mjerueshme.,0
3399,Mungonte plotësisht transparenca.,0
3400,Kompania nuk mori asnjë masë korrektuese.,0
3401,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
3402,Faqja e internetit kishte shumë probleme teknike.,0
3403,Kjo nismë është e mrekullueshme për qytetin tonë.,1
3404,Kuzhinieri ka talent të jashtëzakonshëm.,1
3405,Dorëzimi ishte në kohë por paketa nuk ishte ideale.,0/1
3406,Jam absolutisht i entuziazmuar me rezultatin.,1
3407,Situata po përkeqësohet dhe nuk ka zgjidhje.,0
3408,Shërbimi ndaj klientit ishte i jashtëzakonshëm.,1
3409,Cilësia korrespondon me çmimin e paguar.,0/1
3410,Ky vendim është i drejtë dhe i mençur.,1
3411,"Nga përvoja ime, produkti nuk përputhej me përshkrimin.",0
3412,U zhgënjeva shumë me blerjen time.,0
3413,"Mendoj se, problem i njëjtë tashmë herën e tretë.",0
3414,Nuk do ta rekomandoj askujt këtë vend.,0
3415,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
3416,"Sot, gazetaria e keqe dëmton shoqërinë.",0
3417,Ekipi i mbështetjes ishte shumë ndihmues.,1
3418,Cilësia tejkalon çmimin e paguar.,1
3419,Pritet një vendim zyrtar brenda javëve.,0/1
3420,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
3421,Rezultatet janë të përziera dhe varen nga perspektiva.,0/1
3422,Kjo praktikë është e papranueshme.,0
3423,"Sot, skandali ka dëmtuar besimin e publikut.",0
3424,"Besoj se, shumë faleminderit për informacionin e vlefshëm.",1
3425,Gazetaria e keqe dëmton shoqërinë.,0
3426,Ky produkt ka ndryshuar jetën time përditë.,1
3427,Vendimi ishte i gabuar dhe i dëmshëm.,0
3428,Cilësia ishte shumë nën pritjet e mia.,0
3429,"Sipas raporteve, artikulli jep informacion bazik pa thellim.",0/1
3430,"Kohët e fundit, aktiviteti ishte i dobishëm dhe argëtues.",1
3431,"Vitin e kaluar, klienti u trajtua me respekt dhe kujdes.",1
3432,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
3433,Produkti nuk funksionoi siç duhet.,0
3434,"Besoj se, mbështetja teknike ishte e shpejtë dhe efektive.",1
3435,"Mendoj se, dëmtimi i imazhit është i rëndë.",0
3436,Festivali solli gëzim për të gjithë.,1
3437,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
3438,Situata është alarmante dhe shqetësuese.,0
3439,Funksionet janë saktësisht ato që kishim nevojë.,1
3440,Ky raportim është skandaloz.,0
3441,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
3442,Ngjarjen nuk e organizuan siç duhet.,0
3443,"Besoj se, kam blerë produktin dhe po e vlerësoj akoma.",0/1
3444,Ky produkt ka ndryshuar jetën time përditë.,1
3445,Pritja ishte e gjatë dhe e padurueshme.,0
3446,"Javën e kaluar, shumë faleminderit për informacionin e vlefshëm.",1
3447,Garancia nuk u respektua fare.,0
3448,"Kohët e fundit, shërbimi i klientit nuk u përgjigj fare.",0
3449,Paketa ishte e kujdesshme dhe e sigurt.,1
3450,Çmimi është shumë i arsyeshëm për cilësinë.,1
3451,Çmimi ishte i drejtë dhe transparent.,1
3452,Ka argumente nga të dyja anët e çështjes.,0/1
3453,Dizajni është elegant dhe modern.,1
3454,Informacioni ishte i saktë dhe i besueshëm.,1
3455,Vendimi solli pasoja negative për të gjithë.,0
3456,Çmimi është shumë i arsyeshëm për cilësinë.,1
3457,"Javën e kaluar, lajmi u publikua pa u verifikuar.",0
3458,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
3459,Paketa ishte e dëmtuar kur arriti.,0
3460,Vendimi solli pasoja negative për të gjithë.,0
3461,Ka argumente nga të dyja anët e çështjes.,0/1
3462,Mungonte plotësisht transparenca.,0
3463,Faqja e internetit kishte shumë probleme teknike.,0
3464,Produkti u prishte brenda javës së parë.,0
3465,Stafi nuk dinte asgjë rreth produktit.,0
3466,Ekipi i mbështetjes ishte shumë ndihmues.,1
3467,Kuzhinieri ka talent të jashtëzakonshëm.,1
3468,Ky vendim është i drejtë dhe i mençur.,1
3469,"Javën e kaluar, filmi ishte emocionues dhe interesant.",1
3470,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
3471,Ky vend është i mrekullueshëm për pushime.,1
3472,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
3473,U ndjeva i mashtruar nga ky shërbim.,0
3474,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
3475,Ekipi tregoi profesionalizëm të lartë.,1
3476,"Nga ajo çfarë pashë, shërbimi ndaj klientit ishte i jashtëzakonshëm.",1
3477,Nuk ka ndryshime të mëdha të raportuara.,0/1
3478,"Dje, produkti nuk përputhej me përshkrimin.",0
3479,Ka argumente nga të dyja anët e çështjes.,0/1
3480,Cilësia e produktit ishte shumë e ulët.,0
3481,Ekipi tregoi profesionalizëm të lartë.,1
3482,Do të kërkoj rimbursim për këtë produkt.,0
3483,Stafi nuk dinte asgjë rreth produktit.,0
3484,Dorëzimi ishte i shpejtë dhe i sigurt.,1
3485,Ekspozita ishte shumë edukuese.,1
3486,"Sot, ky lajm më bëri të ndihem mirë.",1
3487,Informacioni ishte i saktë dhe i besueshëm.,1
3488,"Shërbimi ishte mesatar, jo shumë i mirë dhe jo i keq.",0/1
3489,Trajnimi i ndihmoi shumë punonjësit.,1
3490,Humbja e parave ishte e pafalshme.,0
3491,Ekipi i mbështetjes ishte shumë ndihmues.,1
3492,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
3493,"Dje, shërbimi ndaj klientit ishte i jashtëzakonshëm.",1
3494,Projekti dështoi plotësisht.,0
3495,Ky institucion ka humbur çdo kredibilitet.,0
3496,Produkti ka disa aspekte pozitive dhe negative.,0/1
3497,"Javën e kaluar, shërbimi ndaj klientit ishte i jashtëzakonshëm.",1
3498,"Vitin e kaluar, kjo ngjarje ka lënë pasoja të rënda.",0
3499,Gjendja po përkeqësohet dita-ditës.,0
3500,Ky produkt është investimi më i mirë që kam bërë.,1
3501,"Nga ajo çfarë pashë, paketa ishte e kujdesshme dhe e sigurt.",1
3502,Filmi ishte emocionues dhe interesant.,1
3503,Pritet një vendim zyrtar brenda javëve.,0/1
3504,Politika është ende nën debat.,0/1
3505,Vendimi solli pasoja negative për të gjithë.,0
3506,Kuzhinieri ka talent të jashtëzakonshëm.,1
3507,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
3508,"Javën e kaluar, vendimi ishte i gabuar dhe i dëmshëm.",0
3509,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
3510,"Besoj se, lajmi u publikua pa u verifikuar.",0
3511,"Këtë muaj, artikulli jep informacion bazik pa thellim.",0/1
3512,Cilësia ka rënë dramatikisht vitet e fundit.,0
3513,Dorëzimi ishte i shpejtë dhe i sigurt.,1
3514,Situata është alarmante dhe shqetësuese.,0
3515,Suksesi i tyre është i merituar plotësisht.,1
3516,Cilësia e produktit është e shkëlqyer.,1
3517,"Siç duket, jam shumë i kënaqur me blerjen time.",1
3518,Produkti është i bukur dhe funksional.,1
3519,Cilësia e produktit ishte shumë e ulët.,0
3520,Çmimi është shumë i arsyeshëm për cilësinë.,1
3521,Aktiviteti ishte i organizuar keq.,0
3522,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
3523,Produkti është i bukur dhe funksional.,1
3524,Produkti nuk përputhej me përshkrimin.,0
3525,Kjo ngjarje ka lënë pasoja të rënda.,0
3526,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
3527,Situata po përkeqësohet dhe nuk ka zgjidhje.,0
3528,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
3529,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
3530,"Këtë muaj, suksesi i tyre është i merituar plotësisht.",1
3531,Nuk po shihet asnjë zgjidhje afër.,0
3532,Suksesi i tyre është i merituar plotësisht.,1
3533,"Nga përvoja ime, produkti nuk funksionoi siç duhet.",0
3534,Menaxhimi i situatës ishte katastrofik.,0
3535,Dorëzimi u vonua shumë pa arsye.,0
3536,Mungonte plotësisht transparenca.,0
3537,Projekti ka përparuar por ka ende sfida.,0/1
3538,Do të kërkoj rimbursim për këtë produkt.,0
3539,Infrastruktura është në gjendje të mjerueshme.,0
3540,Menaxhimi i situatës ishte katastrofik.,0
3541,"Mendoj se, performanca është e shkëlqyer edhe pas muajsh.",1
3542,"Mendoj se, produkti arriti saktësisht siç u përshkrua.",1
3543,Mbështetja teknike ishte e shpejtë dhe efektive.,1
3544,Çmimi është shumë i lartë për cilësinë.,0
3545,Bashkëpunimi ishte shumë produktiv.,1
3546,Filmi ishte emocionues dhe interesant.,1
3547,Shumë faleminderit për informacionin e vlefshëm.,1
3548,"Dje, klienti u trajtua me respekt dhe kujdes.",1
3549,Ngjarja ishte e organizuar shumë mirë.,1
3550,"Siç duket, ekspertët kanë mendime të ndryshme mbi temën.",0/1
3551,"Nga përvoja ime, artikulli jep informacion bazik pa thellim.",0/1
3552,Bashkëpunimi ishte shumë i vështirë.,0
3553,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
3554,"Vitin e kaluar, situata nuk ka ndryshuar ndjeshëm muajt e fundit.",0/1
3555,Materiali është i cilësisë së lartë.,1
3556,Reportazhi ishte shumë profesional.,1
3557,Dëmtimi i imazhit është i rëndë.,0
3558,Kjo situatë është jashtëzakonisht e rëndë.,0
3559,Nuk do ta rekomandoj askujt këtë vend.,0
3560,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
3561,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
3562,Politika është ende nën debat.,0/1
3563,Problemi nuk u zgjidh as pas javësh.,0
3564,U zhgënjeva shumë me blerjen time.,0
3565,Situata po përkeqësohet dhe nuk ka zgjidhje.,0
3566,Ky vendim është i drejtë dhe i mençur.,1
3567,"Vitin e kaluar, libri është ndër më të mirët që kam lexuar.",1
3568,U ndjeva i mashtruar nga ky shërbim.,0
3569,Nuk e meritoja këtë shërbim të keq.,0
3570,"Vitin e kaluar, mbështetja teknike ishte e shpejtë dhe efektive.",1
3571,Projekti dështoi plotësisht.,0
3572,Produkti është saktësisht siç duket në foto.,1
3573,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
3574,Menaxhimi i situatës ishte katastrofik.,0
3575,"Siç duket, ekipi i mbështetjes ishte shumë ndihmues.",1
3576,Procesi i kthimit ishte shumë i komplikuar.,0
3577,Gazetaria e keqe dëmton shoqërinë.,0
3578,"Siç duket, produkti ka disa aspekte pozitive dhe negative.",0/1
3579,Aplikacioni është intuitiv dhe i shpejtë.,1
3580,Dorëzimi ishte i shpejtë dhe i sigurt.,1
3581,Rekomandoj fuqishëm këtë dyqan.,1
3582,Ushqimi ishte i shijshëm dhe i freskët.,1
3583,"Besoj se, situata mbetet e njëjtë si javën e kaluar.",0/1
3584,"Vitin e kaluar, nuk po shihet asnjë zgjidhje afër.",0
3585,Cilësia ishte shumë nën pritjet e mia.,0
3586,Filmi ishte emocionues dhe interesant.,1
3587,Pritet një vendim zyrtar brenda javëve.,0/1
3588,Faqja kishte shumë gabime teknike.,0
3589,"Sot, dëmtimi i imazhit është i rëndë.",0
3590,Skandali ka dëmtuar imazhin e kompanisë.,0
3591,Problemi vazhdon pa u zgjidhur.,0
3592,Vendimi ishte i gabuar dhe i dëmshëm.,0
3593,Progresi i arritur është vërtet i jashtëzakonshëm.,1
3594,Ky vend është i mrekullueshëm për pushime.,1
3595,Humbja e parave ishte e pafalshme.,0
3596,Lajmet e fundit janë shumë informuese.,1
3597,E lexova të gjithë artikullin me kënaqësi.,1
3598,"Kohët e fundit, ndërtesa e re është e bukur dhe funksionale.",1
3599,Kjo politikë do të ndihmojë shumë njerëz.,1
3600,Artikulli kishte shumë gabime faktike.,0
3601,Statistikat tregojnë tendenca të ndryshme.,0/1
3602,"Këtë muaj, aktiviteti u realizua si i planifikuar.",0/1
3603,Dëmtimi i imazhit është i rëndë.,0
3604,Jam shumë i kënaqur me blerjen time.,1
3605,"Sot, nuk mund të besoj se publikuan diçka të tillë.",0
3606,Kjo politikë do të ndihmojë shumë njerëz.,1
3607,Kjo praktikë është e papranueshme.,0
3608,Takimi solli pikëpamje të ndryshme.,0/1
3609,Problemi nuk u zgjidh as pas javësh.,0
3610,"Javën e kaluar, menaxhimi i situatës ishte katastrofik.",0
3611,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
3612,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
3613,Mbështetja teknike ishte e shpejtë dhe efektive.,1
3614,Dëmtimi i imazhit është i rëndë.,0
3615,Ndërtesa e re është e bukur dhe funksionale.,1
3616,Ky produkt ka ndryshuar jetën time përditë.,1
3617,"Nga ajo çfarë pashë, infrastruktura është në gjendje të mjerueshme.",0
3618,Cilësia e produktit ishte shumë e ulët.,0
3619,"Siç duket, gjendja po përkeqësohet dita-ditës.",0
3620,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
3621,Materiali është i cilësisë së lartë.,1
3622,Performanca është e shkëlqyer edhe pas muajsh.,1
3623,Kthimi i produktit u bë pa asnjë problem.,1
3624,"Dje, projekti ka përparuar por ka ende sfida.",0/1
3625,Lajmi u publikua pa u verifikuar.,0
3626,Bashkëpunimi ishte shumë produktiv.,1
3627,Rezultatet ishin shumë nën pritshmëritë.,0
3628,Ky raportim është skandaloz.,0
3629,Takimi solli pikëpamje të ndryshme.,0/1
3630,Jam i zemëruar me trajtimin që mora.,0
3631,"Dje, nuk po shihet asnjë zgjidhje afër.",0
3632,Takimi solli pikëpamje të ndryshme.,0/1
3633,Gjendja po përkeqësohet dita-ditës.,0
3634,Shumë i lumtur me zgjedhjen time.,1
3635,Ngjarjen nuk e organizuan siç duhet.,0
3636,Faqja kishte shumë gabime teknike.,0
3637,Statistikat tregojnë tendenca të ndryshme.,0/1
3638,Ky vendim është i drejtë dhe i mençur.,1
3639,"Duket se, shërbimi tejkaloi të gjitha pritshmëritë e mia.",1
3640,Ndërtesa e re është e bukur dhe funksionale.,1
3641,Studimi tregon rezultate të ndryshme.,0/1
3642,Aktiviteti u realizua si i planifikuar.,0/1
3643,Jam shumë i kënaqur me blerjen time.,1
3644,Rekomandoj fuqishëm këtë dyqan.,1
3645,U ndjeva i mashtruar nga ky shërbim.,0
3646,"Nga ajo çfarë pashë, bashkëpunimi ishte shumë i vështirë.",0
3647,Cilësia e produktit është e shkëlqyer.,1
3648,Koncerti ishte i mrekullueshëm.,1
3649,Shërbimi i klientit nuk u përgjigj fare.,0
3650,Ky institucion ka humbur besueshmërinë.,0
3651,Komentët e qytetarëve janë të ndryshme.,0/1
3652,Nuk po shihet asnjë zgjidhje afër.,0
3653,Nuk ka ndryshime të mëdha të raportuara.,0/1
3654,Gjendja po përkeqësohet dita-ditës.,0
3655,Cilësia e produktit është e shkëlqyer.,1
3656,Asnjëherë nuk do ta blej sërish.,0
3657,Lajmi ishte i pasaktë dhe mashtrues.,0
3658,"Besoj se, kjo nismë është e mrekullueshme për qytetin tonë.",1
3659,Trajnimi i ndihmoi shumë punonjësit.,1
3660,Rezultatet janë vërtet mbresëlënëse.,1
3661,Mbështetja teknike ishte e shpejtë dhe efektive.,1
3662,"Besoj se, kompania nuk mori asnjë masë korrektuese.",0
3663,Statistikat tregojnë tendenca të ndryshme.,0/1
3664,"Nga përvoja ime, ky produkt është investimi më i mirë që kam bërë.",1
3665,Procesi po vazhdon sipas planit.,0/1
3666,Situata është alarmante dhe shqetësuese.,0
3667,Bashkëpunimi ishte shumë produktiv.,1
3668,Produkti u prishte brenda javës së parë.,0
3669,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
3670,Ky institucion ka humbur çdo kredibilitet.,0
3671,Performanca është e shkëlqyer edhe pas muajsh.,1
3672,Komentët e qytetarëve janë të ndryshme.,0/1
3673,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
3674,Mësimi ishte shumë frytdhënës.,1
3675,Puna e tyre ka lënë gjurmë pozitive.,1
3676,"Javën e kaluar, stafi ishte normal, as miqësor as i ftohtë.",0/1
3677,Dizajni është elegant dhe modern.,1
3678,Jam absolutisht i entuziazmuar me rezultatin.,1
3679,"Sipas raporteve, projekti dështoi plotësisht.",0
3680,Puna e tyre ka lënë gjurmë pozitive.,1
3681,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
3682,Nuk e meritoja këtë shërbim të keq.,0
3683,E lexova të gjithë artikullin me kënaqësi.,1
3684,Drejtimi i çështjes ishte skandaloz.,0
3685,Rezultatet janë të përziera dhe varen nga perspektiva.,0/1
3686,Dëmtimi i imazhit është i rëndë.,0
3687,Do të kërkoj rimbursim për këtë produkt.,0
3688,Paketa ishte e dëmtuar kur arriti.,0
3689,Lajmi ishte i pasaktë dhe mashtrues.,0
3690,Informacioni ishte i saktë dhe i besueshëm.,1
3691,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
3692,Vendimi solli pasoja negative për të gjithë.,0
3693,Kompania nuk mori asnjë masë korrektuese.,0
3694,Produkti është i bukur dhe funksional.,1
3695,Njerëzit po vuajnë nga kjo politikë.,0
3696,Skandali ka dëmtuar imazhin e kompanisë.,0
3697,Ky vendim është i drejtë dhe i mençur.,1
3698,Mësimi ishte shumë frytdhënës.,1
3699,"Vitin e kaluar, shumë i lumtur me zgjedhjen time.",1
3700,"Besoj se, mund të ketë prodhime që i pershtateshin me mire nevojes.",0/1
3701,Produkti ka disa aspekte pozitive dhe negative.,0/1
3702,"Sot, aplikacioni është intuitiv dhe i shpejtë.",1
3703,"Dje, gazetari ka bërë punë të shkëlqyer.",1
3704,"Nga përvoja ime, bashkëpunimi ishte shumë i vështirë.",0
3705,"Mendoj se, lajmi ishte i pasaktë dhe mashtrues.",0
3706,Ky vendim do të dëmtojë shumë njerëz.,0
3707,Gazetari ka bërë punë të shkëlqyer.,1
3708,Studimi tregon rezultate të ndryshme.,0/1
3709,Jam absolutisht i entuziazmuar me rezultatin.,1
3710,"Javën e kaluar, gazetaria e keqe dëmton shoqërinë.",0
3711,Reportazhi ishte shumë profesional.,1
3712,"Nga ajo çfarë pashë, cilësia tejkalon çmimin e paguar.",1
3713,Garancia nuk u respektua fare.,0
3714,Vendimi ishte i gabuar dhe i dëmshëm.,0
3715,"Sot, pritja ishte e gjatë dhe e padurueshme.",0
3716,"Duket se, kjo situatë është jashtëzakonisht e rëndë.",0
3717,"Sot, procesi i kthimit ishte shumë i komplikuar.",0
3718,"Duket se, produkti arriti saktësisht siç u përshkrua.",1
3719,Pritja ishte e gjatë dhe e padurueshme.,0
3720,"Siç duket, problemi nuk u zgjidh as pas javësh.",0
3721,Aktiviteti ishte i dobishëm dhe argëtues.,1
3722,Ky vend është i mrekullueshëm për pushime.,1
3723,Reportazhi ishte shumë profesional.,1
3724,Aktiviteti u realizua si i planifikuar.,0/1
3725,Politika është ende nën debat.,0/1
3726,Ky problem nuk është adresuar fare.,0
3727,Skandali ka dëmtuar besimin e publikut.,0
3728,Libri është ndër më të mirët që kam lexuar.,1
3729,Ngjarjen nuk e organizuan siç duhet.,0
3730,Gazetari ka bërë punë të shkëlqyer.,1
3731,"Vitin e kaluar, stafi ishte shumë miqësor dhe profesional.",1
3732,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
3733,Mësimi ishte shumë frytdhënës.,1
3734,Produkti nuk funksionoi siç duhet.,0
3735,Suksesi i tyre është i merituar plotësisht.,1
3736,Projekti ka sjellë ndryshime pozitive.,1
3737,Çmimi është shumë i arsyeshëm për cilësinë.,1
3738,Statistikat tregojnë tendenca të ndryshme.,0/1
3739,Pritja ishte e gjatë dhe e padurueshme.,0
3740,Drejtimi i çështjes ishte skandaloz.,0
3741,Çmimi është shumë i arsyeshëm për cilësinë.,1
3742,Informacioni ishte i vjetëruar dhe i rremë.,0
3743,Ekipi tregoi profesionalizëm të lartë.,1
3744,Klienti u trajtua me respekt dhe kujdes.,1
3745,Ky produkt ka ndryshuar jetën time përditë.,1
3746,Gazetari ka bërë punë të shkëlqyer.,1
3747,Bashkëpunimi ishte shumë i vështirë.,0
3748,Procesi po vazhdon sipas planit.,0/1
3749,Libri është ndër më të mirët që kam lexuar.,1
3750,Informacioni i disponueshëm është i kufizuar.,0/1
3751,"Duket se, produkti nuk përputhej me përshkrimin.",0
3752,"Sipas raporteve, njerëzit po vuajnë nga kjo politikë.",0
3753,Informacioni ishte i saktë dhe i besueshëm.,1
3754,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
3755,Problemi nuk u zgjidh as pas javësh.,0
3756,Kurrë më nuk do të blej nga ky dyqan.,0
3757,U ndjeva i mashtruar nga ky shërbim.,0
3758,"Nga përvoja ime, kthimi i produktit u bë pa asnjë problem.",1
3759,Dorëzimi u vonua shumë pa arsye.,0
3760,Kjo situatë është jashtëzakonisht e rëndë.,0
3761,Gjendja po përkeqësohet dita-ditës.,0
3762,Nuk mund të besoj se publikuan diçka të tillë.,0
3763,"Besoj se, ky shërbim publik ka dështuar plotësisht.",0
3764,"Vitin e kaluar, suksesi i tyre është i merituar plotësisht.",1
3765,Gazetari ka bërë punë të shkëlqyer.,1
3766,Ky vendim është i drejtë dhe i mençur.,1
3767,Kurrë më nuk do të blej nga ky dyqan.,0
3768,Ngjarjen nuk e organizuan siç duhet.,0
3769,"Nga përvoja ime, artikulli kishte shumë gabime faktike.",0
3770,Restoranti ka atmosferë shumë të këndshme.,1
3771,Studimi tregon rezultate të ndryshme.,0/1
3772,Takimi solli pikëpamje të ndryshme.,0/1
3773,Asnjëherë nuk do ta blej sërish.,0
3774,"Duket se, njerëzit po vuajnë nga kjo politikë.",0
3775,Reportazhi ishte shumë profesional.,1
3776,Jam i mahnitur me shpejtësinë e dorëzimit.,1
3777,"Nga përvoja ime, pritja ishte e gjatë dhe e padurueshme.",0
3778,Trajnimi i ndihmoi shumë punonjësit.,1
3779,Procesi po vazhdon sipas planit.,0/1
3780,"Sipas raporteve, produkti nuk funksionoi siç duhet.",0
3781,"Vitin e kaluar, ky produkt ka ndryshuar jetën time përditë.",1
3782,Shumë i lumtur me zgjedhjen time.,1
3783,Kjo praktikë është e papranueshme.,0
3784,Skandali ka dëmtuar besimin e publikut.,0
3785,Gjendja po përkeqësohet dita-ditës.,0
3786,Festivali solli gëzim për të gjithë.,1
